°Å·¡±Ý¾×,°ÇÃà³âµµ,³â,´ëÁö±Ç¸éÀû,¹ýÁ¤µ¿,¿¬¸³´Ù¼¼´ë,¿ù,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
"49,550",1992,2018,29.68,ºÏ¾ÆÇöµ¿,ºÏ¾ÆÇö±×¸°ºô¶ó,8,1,59.72,113-22,11410,3
"50,300",1978,2018,34,ºÏ¾ÆÇöµ¿,(113-25),8,3,46.94,113-25,11410,3
"29,000",2017,2018,27,ºÏ¾ÆÇöµ¿,¾ËÆæ½Ã¾Æ,8,4,28.91,1-355,11410,1
"81,000",1999,2018,43.9,ºÏ¾ÆÇöµ¿,(129-75),8,8,99.3,129-75,11410,7
"59,900",2007,2018,33.06,ºÏ¾ÆÇöµ¿,ºÏ¾ÆÇöµ¿º£½ºÆ®ºô,8,10,55.71,1-31,11410,2
"59,900",2007,2018,33.06,ºÏ¾ÆÇöµ¿,ºÏ¾ÆÇöµ¿º£½ºÆ®ºô,8,14,55.71,1-31,11410,2
"69,000",2003,2018,28.85,ºÏ¾ÆÇöµ¿,ºÏ¾ÆÇöµ¿ÆÄ¸£ºô,8,14,67.72,115-38,11410,2
"45,600",1993,2018,21.39,ºÏ¾ÆÇöµ¿,(3-245),8,15,38.15,3-245,11410,1
"65,500",2002,2018,34.02,ºÏ¾ÆÇöµ¿,¼ö¼ºÇÏÆ®À£,8,18,69.66,1-58,11410,5
"56,150",1991,2018,34.86,ºÏ¾ÆÇöµ¿,ºÏ¾ÆÇöºô¶ó1-45,8,18,67.68,1-45,11410,3
"59,900",1978,2018,41.325,ºÏ¾ÆÇöµ¿,(113-14),8,25,48.76,113-14,11410,1
"35,000",1991,2018,36.63,ºÏ¾ÆÇöµ¿,À¶º¸ºô¶óAµ¿,8,25,62.55,1-1767,11410,3
"81,000",1989,2018,72,ºÏ¾ÆÇöµ¿,¾ÆÇöºô¶ó,8,31,75.25,123-32,11410,3
"66,650",1994,2018,25.45,ºÏ¾ÆÇöµ¿,ÆòÈ­ºô¶óA,8,31,62.3,1-21,11410,4
"7,400",1993,2018,19.25,È«Á¦µ¿,»êÀåºô¶ó,8,6,36.91,6-44,11410,-1
"20,500",2012,2018,28.81,È«Á¦µ¿,¼¼¸íÆÄÅ©ºô,8,9,49.99,280-10,11410,2
"25,000",2013,2018,31.23,È«Á¦µ¿,Çö´ë¾ÆÆ®ºô,8,11,53.04,285-16,11410,4
"22,500",1975,2018,55.09,È«Á¦µ¿,(266-132),8,16,75.23,266-132,11410,1
"26,000",1992,2018,62.11,È«Á¦µ¿,»ï¿øºô¶ó,8,17,76.77,342-8,11410,1
"13,000",1992,2018,21.5,È«Á¦µ¿,¹®È­ºô¶ó(312-75),8,20,37.71,312-75,11410,1
"10,000",1975,2018,23.95,È«Á¦µ¿,´ë¼º¾ÆÆÄÆ®,8,21,48.13,315-41,11410,1
"17,000",2003,2018,36.49,È«Á¦µ¿,µµÀººô,8,21,62.31,360-45,11410,5
"31,000",2018,2018,25.1324,È«Á¦µ¿,´õ¼¼¿µ,8,22,41.3,260-27,11410,5
"21,800",1980,2018,34.71,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,8,22,52.73,266-3,11410,4
"15,500",2001,2018,25.97,È«Á¦µ¿,¼­¿ø¾ÆÆ®ºô,8,22,37.95,212,11410,2
"27,500",1994,2018,58.92,È«Á¦µ¿,Á¦ÀÏÇÏÀÌÃ÷ºô¶ó,8,23,93.75,321-8,11410,1
"37,205",1988,2018,26,È«Á¦µ¿,(238-8),8,25,25.88,238-8,11410,2
"20,500",2018,2018,19.645,È«Á¦µ¿,Àå¼º¾ÆÆ®ºô,8,28,30.23,122-9,11410,5
"27,500",2001,2018,26.66,È«Á¦µ¿,ÄÚ¾Æºô¶óÆ®Aµ¿,8,29,53.85,136-47,11410,4
"45,000",2017,2018,65.252,½ÅÃÌµ¿,ÇÃ·Î·»½ºÈúC,8,14,60.52,52-3,11410,2
"20,000",2008,2018,28.13,¿¬Èñµ¿,»ï¼º½¦¸£ºô,8,4,49.42,170-74,11410,3
"24,050",2006,2018,28.72,¿¬Èñµ¿,¿¬ÈñÀ¯Áöºô102µ¿,8,6,67.5,520-29,11410,4
"47,000",1986,2018,101.19,¿¬Èñµ¿,»ï¼ººô¶ó,8,6,82.35,168,11410,2
"24,200",1995,2018,38.44,¿¬Èñµ¿,ÇÁ¸°½ººô¶ó,8,7,60.81,51-159,11410,3
"20,500",1994,2018,31.87,¿¬Èñµ¿,¿¤¸®Æ®ºô¶ó,8,9,62.47,107-3,11410,1
"45,000",1980,2018,40.34,¿¬Èñµ¿,¼¼Á¾¿¬¸³,8,10,57.85,727-5,11410,1
"11,000",2003,2018,14.38,¿¬Èñµ¿,ÆÓ¸®½ººô,8,17,26.46,723-10,11410,5
"31,300",2003,2018,51.36,¿¬Èñµ¿,¸í¼ºÁÖÅÃ,8,21,74.58,187-6,11410,4
"25,000",2001,2018,11.95,¿¬Èñµ¿,ÀÌÈ­ºô¶ó,8,22,57.42,533-17,11410,3
"29,700",1992,2018,53.57,¿¬Èñµ¿,°ÅÆòºô¶ó,8,22,84,186-4,11410,2
"36,000",1985,2018,81.33,¿¬Èñµ¿,µ¿Áøºô¶ó,8,23,65.07,141-34,11410,3
"31,700",2008,2018,32.25,¿¬Èñµ¿,¸ÞÀÌÇÃºô,8,23,56.3,351-5,11410,3
"12,500",2000,2018,13.85,¿¬Èñµ¿,¿¬Èñºô¶ó,8,24,35.61,541-44,11410,3
"18,000",1983,2018,58.14,¿¬Èñµ¿,(724-17),8,24,59.79,724-17,11410,2
"18,000",1993,2018,25.19,¿¬Èñµ¿,ÀÏ¿øºô¶ó,8,25,57.65,185-7,11410,2
"59,500",1990,2018,116.64,¿¬Èñµ¿,¿¬±Ã¾ÆÆ®ºô¶ó,8,27,118.98,93-3,11410,2
"14,500",1993,2018,44.25,¿¬Èñµ¿,(51-1),8,30,68.6,51-1,11410,1
"52,000",1993,2018,127.47,¿¬Èñµ¿,Çö´ëºô¶ó,8,31,128.19,436-4,11410,1
"21,800",2005,2018,30.07,È«Àºµ¿,¿ùµå¾ÆÀÌÈ¨,8,1,54.23,397-27,11410,2
"13,000",1984,2018,25,È«Àºµ¿,(9-481),8,2,46.97,9-481,11410,1
"12,500",1991,2018,28.5,È«Àºµ¿,"Ã»±¸±×¸°ºô¶ó(A,Bµ¿)",8,3,50.78,10-233,11410,2
"14,500",1993,2018,20.38,È«Àºµ¿,(8-413),8,4,45.74,8-413,11410,3
"9,000",1991,2018,38.8,È«Àºµ¿,ÀÓ¹æºô¶ó,8,6,65.96,265-202,11410,4
"23,000",1994,2018,67.75,È«Àºµ¿,Àü¿øºô¶ó,8,10,77.13,150-11,11410,2
"30,000",2006,2018,46.85,È«Àºµ¿,¹Ù¿ìÇÏ¿ì½º,8,10,80,190-8,11410,5
"26,000",1986,2018,35.83,È«Àºµ¿,(338-77),8,12,53.5,338-77,11410,2
"11,000",1993,2018,19.24,È«Àºµ¿,¹«¸íºô¶ó,8,13,46.65,265-423,11410,1
"17,000",2002,2018,31.4,È«Àºµ¿,»ï¼º±×¸°ºô(³ªµ¿),8,13,61.21,265-131,11410,2
"39,500",2002,2018,72.78,È«Àºµ¿,±Ý¼ÛÈú½ººô,8,16,84.84,458,11410,3
"28,000",1994,2018,50.16,È«Àºµ¿,(272-2),8,16,80.28,272-2,11410,1
"18,000",1984,2018,66.51,È«Àºµ¿,Á¾°Çºô¶ó(°¡µ¿),8,16,74.23,9-709,11410,2
"25,000",2003,2018,38.08,È«Àºµ¿,¹é·Ãºô¶ó,8,17,63.42,11-97,11410,5
"15,700",2014,2018,18.31,È«Àºµ¿,¿¡ÄÚºô,8,20,29.88,204-7,11410,2
"27,000",1987,2018,62.79,È«Àºµ¿,±ÝÈ£,8,20,54.6,355,11410,2
"24,950",2016,2018,30.97,È«Àºµ¿,´ë¿ø½ºÄ«ÀÌºô,8,21,51.59,192-11,11410,5
"17,500",2002,2018,32,È«Àºµ¿,»ï¼º±×¸°ºô(³ªµ¿),8,22,62.21,265-131,11410,2
"18,300",2012,2018,33.12,È«Àºµ¿,(265-70),8,23,41.56,265-70,11410,1
"17,500",1985,2018,62.43,È«Àºµ¿,Á¾°Çºô¶ó(´Ùµ¿),8,24,71.33,9-708,11410,2
"22,000",2010,2018,21.21,È«Àºµ¿,·¡µð¾Ó3Â÷,8,24,42.365,396-21,11410,4
"8,500",1991,2018,24.33,È«Àºµ¿,È«Àº±×¸°ÆÄÅ©ºô¶ó(ÀÚµ¿),8,25,35.53,265-213,11410,3
"26,500",2017,2018,42.93,È«Àºµ¿,¿ÀÄÉÀÌÆÓ¸®½º2,8,27,57.32,11-755,11410,5
"17,700",2012,2018,33.12,È«Àºµ¿,(265-70),8,27,41.56,265-70,11410,2
"30,700",1994,2018,50.16,È«Àºµ¿,(272-2),8,28,80.28,272-2,11410,3
"19,000",1996,2018,36.55,È«Àºµ¿,´º¹Ì¼ººô¶ó,8,28,79.92,190-12,11410,4
"27,300",2016,2018,33.34,È«Àºµ¿,´ë¿ø½ºÄ«ÀÌºô,8,28,55.55,192-11,11410,2
"24,000",1996,2018,36.23,È«Àºµ¿,(413-32),8,28,78.48,413-32,11410,3
"31,900",2003,2018,39.29,È«Àºµ¿,¹é¼ÛÇÏÀÌÃ÷,8,30,78.12,396-39,11410,3
"7,700",1997,2018,18.75,È«Àºµ¿,ÈúÅ¸¿î,8,30,30.35,265-288,11410,2
"22,000",2012,2018,32.515,È«Àºµ¿,¿ì¹Î·º½ººô,8,31,56.32,265-390,11410,3
"21,800",2012,2018,22.75,ºÏ°¡ÁÂµ¿,ÇÑ¾ç¿¡ÀÌ½ººô(5-76),8,1,36.89,5-76,11410,4
"27,700",1994,2018,20.96,ºÏ°¡ÁÂµ¿,¿ìÁ¤ºô¶ó,8,1,47.07,379-27,11410,3
"26,200",2001,2018,30.6,ºÏ°¡ÁÂµ¿,¼öÁ¤¾ÆÆ®ºô¶ó,8,3,54.69,339-6,11410,1
"23,000",1983,2018,55.93,ºÏ°¡ÁÂµ¿,ÀÓÃ¢ºô¶ó ³ªµ¿,8,3,69.75,330-6,11410,1
"32,500",1983,2018,74.7,ºÏ°¡ÁÂµ¿,ÀÓÃ¢ºô¶ó ³ªµ¿,8,4,93.6,330-6,11410,2
"14,500",1992,2018,25.82,ºÏ°¡ÁÂµ¿,»þ·Ð±×¸°ºô¶ó,8,4,56.01,351-25,11410,4
"26,000",1989,2018,30.67,ºÏ°¡ÁÂµ¿,(74-183),8,6,33.84,74-183,11410,2
"28,800",2006,2018,23.39,ºÏ°¡ÁÂµ¿,10Â÷½Å¾È¿ùµå,8,6,40.32,369-15,11410,5
"38,000",1982,2018,51.75,ºÏ°¡ÁÂµ¿,½ÅÃÌ(Bµ¿),8,6,64.47,370-7,11410,1
"30,000",2002,2018,16.99,ºÏ°¡ÁÂµ¿,¼º¸ðºô¶ó,8,8,39.2,350-18,11410,3
"32,000",2017,2018,33.061,ºÏ°¡ÁÂµ¿,±Ý°­¾ÆÆ®ºô,8,9,58.29,313-32,11410,5
"16,000",1986,2018,28.22,ºÏ°¡ÁÂµ¿,(317-1),8,9,36.87,317-1,11410,1
"37,000",2002,2018,40.55,ºÏ°¡ÁÂµ¿,Çª¸¥ÁÖÅÃ,8,10,58.74,74-218,11410,3
"39,700",1991,2018,44.51,ºÏ°¡ÁÂµ¿,»ïÈ­ºô¶ó,8,10,64.17,350-5,11410,1
"43,000",2002,2018,40.46,ºÏ°¡ÁÂµ¿,Çà¿î¾ÆÆ®ºô,8,10,75.12,380-11,11410,4
"26,000",2002,2018,16.9,ºÏ°¡ÁÂµ¿,ÅÂ¼ºÇÏÀÌÃ÷ºô,8,11,39.25,285-7,11410,4
"40,000",1991,2018,35.67,ºÏ°¡ÁÂµ¿,¿µµ¿ºô¶ó,8,14,60.7,372-19,11410,2
"30,000",2003,2018,35.03,ºÏ°¡ÁÂµ¿,ÇÑ¾ç¾ÆÆ®ºôBµ¿,8,15,75.8,318-19,11410,2
"12,500",1996,2018,20.29,ºÏ°¡ÁÂµ¿,´ëÀÏºô¶ó,8,15,38.61,342-24,11410,3
"22,200",2002,2018,26.29,ºÏ°¡ÁÂµ¿,°Å¼ºÁÖÅÃ,8,16,59.67,277-20,11410,3
"18,000",2014,2018,20.92,ºÏ°¡ÁÂµ¿,½Å¿ì¿¡ÄÚ¹ë¸®,8,17,31.77,310-11,11410,4
"25,000",1991,2018,29.68,ºÏ°¡ÁÂµ¿,(349-28),8,17,44.57,349-28,11410,-1
"41,000",2003,2018,26.95,ºÏ°¡ÁÂµ¿,¼öÁ¤¾ÆÆ®ºô,8,17,56.19,368-10,11410,3
"11,000",1991,2018,29.4,ºÏ°¡ÁÂµ¿,»ïÈ£¸Ç¼Ç,8,18,47.79,332-5,11410,-1
"30,500",2003,2018,38.15,ºÏ°¡ÁÂµ¿,½Å¿ø¸®Ä¡ºô,8,18,75.03,311-15,11410,3
"22,200",2003,2018,27,ºÏ°¡ÁÂµ¿,¹Ì¸²Å¸¿î(³ªAµ¿),8,18,57.42,296-22,11410,2
"36,000",1986,2018,44.03,ºÏ°¡ÁÂµ¿,¹®È­ºô¶óB,8,18,50.04,368-12,11410,2
"39,600",2003,2018,22.75,ºÏ°¡ÁÂµ¿,Çà¿î¾ÆÆ®ºô(Aµ¿),8,19,43.26,367-1,11410,5
"35,000",1996,2018,22.88,ºÏ°¡ÁÂµ¿,3Â÷½Å¾ÈÁÖÅÃ,8,20,59.69,383-1,11410,1
"23,500",1988,2018,32.5,ºÏ°¡ÁÂµ¿,(74-157),8,20,36.92,74-157,11410,-1
"48,000",2006,2018,39.43,ºÏ°¡ÁÂµ¿,ÇÑ¾ç¾ÆÆ®ºô(381-11),8,20,73.29,381-11,11410,3
"22,500",1987,2018,30.5,ºÏ°¡ÁÂµ¿,Çàº¹ºô¶ó,8,21,36.9,380-4,11410,-1
"28,000",2014,2018,37.76,ºÏ°¡ÁÂµ¿,Áø¼ºÀ§³Ê½ººô,8,21,59.46,313-7,11410,2
"24,500",2012,2018,30.66,ºÏ°¡ÁÂµ¿,ÇÑ¾ç¿¡ÀÌ½ººô(5-76),8,21,49.71,5-76,11410,4
"13,900",2007,2018,24.43,ºÏ°¡ÁÂµ¿,¼¼Á¾ÆÄÅ©ºô¸®Áö(3-73),8,21,42.56,3-73,11410,3
"33,400",2002,2018,35.66,ºÏ°¡ÁÂµ¿,(340-12),8,21,84.96,340-12,11410,3
"40,000",1991,2018,31.4,ºÏ°¡ÁÂµ¿,Àå¹Ìºô¶ó,8,22,52.4,367-13,11410,3
"38,000",1992,2018,29,ºÏ°¡ÁÂµ¿,Çàº¹ºô¶ó(376-13),8,24,62.62,376-13,11410,3
"35,000",2002,2018,30.79,ºÏ°¡ÁÂµ¿,´º¿ùµåºô,8,24,58.05,74-214,11410,1
"18,400",1994,2018,25.23,ºÏ°¡ÁÂµ¿,¼Û¸²ºô¶ó,8,24,49.14,315-24,11410,1
"12,700",1998,2018,24.18,ºÏ°¡ÁÂµ¿,¿¹¿øºô¶óÆ®,8,24,54.61,315-1,11410,-1
"30,000",1986,2018,28.15,ºÏ°¡ÁÂµ¿,±â¸°ºô¶ó(¸¶µ¿),8,25,42.06,376-34,11410,-1
"43,000",1982,2018,49.58,ºÏ°¡ÁÂµ¿,½ÅÃÌ(Cµ¿),8,25,62.81,370-6,11410,1
"15,000",2004,2018,19.03,ºÏ°¡ÁÂµ¿,¸Æ»êºô¶ó,8,25,36.37,329-15,11410,4
"21,000",2015,2018,20.2,ºÏ°¡ÁÂµ¿,µ¿È­ºô¶ó(328-41),8,27,29.74,328-41,11410,3
"36,000",1986,2018,27.32,ºÏ°¡ÁÂµ¿,±â¸°ºô¶ó(´Ùµ¿),8,27,40.86,376-32,11410,2
"33,900",1990,2018,66.12,ºÏ°¡ÁÂµ¿,À¯È­ºô¸®Áö,8,27,131.37,341-17,11410,2
"26,500",1986,2018,27,ºÏ°¡ÁÂµ¿,(74-43),8,28,37.44,74-43,11410,1
"24,000",2006,2018,39.344,ºÏ°¡ÁÂµ¿,°æ¼ºÇÏÀÌºô(5-117),8,29,67.98,5-117,11410,3
"12,700",2002,2018,20.78,ºÏ°¡ÁÂµ¿,´ë¼ººô¶ó,8,30,45.48,326-15,11410,-1
"18,500",2002,2018,23.14,ºÏ°¡ÁÂµ¿,µ¿ÇÏºô¶ó(µ¿È­ºô¶ó),8,30,57.02,80-8,11410,2
"12,000",1992,2018,15.52,ºÏ°¡ÁÂµ¿,»þ·Ð±×¸°ºô¶ó,8,30,33.67,351-25,11410,2
"31,000",1986,2018,23.1,ºÏ°¡ÁÂµ¿,(349-17),8,31,33.66,349-17,11410,2
"9,400",1992,2018,20.35,³²°¡ÁÂµ¿,¿ø¾Ó¸Ç¼Ç,8,13,36.63,5-320,11410,4
"19,000",2012,2018,24.79,³²°¡ÁÂµ¿,Ã»¸¶ÇÏÀÌÃ÷ºô,8,16,37.08,337-26,11410,3
"15,000",1997,2018,26.14,³²°¡ÁÂµ¿,¾Æ¶÷ºô¶ó2,8,31,54.18,5-227,11410,2
"74,550",2003,2018,41.63,ÃæÁ¤·Î3°¡,³ëº§¾ÆÆ®ºô,9,7,71.838,3-10,11410,4
"63,100",1995,2018,30.3,ÃæÁ¤·Î3°¡,µ¿³²ÇÏÀÌÃ÷ºô¶ó,9,10,45.36,31-2,11410,4
"19,400",1988,2018,30.98,Ãµ¿¬µ¿,(89-15),9,8,37.18,89-15,11410,2
"32,700",2003,2018,36.37,Ãµ¿¬µ¿,¸®ºùÅéºô¶ó Bµ¿,9,10,64.8,98-72,11410,5
"31,500",2002,2018,50.82,Ãµ¿¬µ¿,¿¬ÃµÇÏ¿ì½º,9,28,97.53,80-22,11410,2
"38,000",1991,2018,49.24,ºÏ¾ÆÇöµ¿,(1-1765),9,1,88.36,1-1765,11410,1
"58,950",1992,2018,28.46,ºÏ¾ÆÇöµ¿,¿µÀÎÆÄÅ©,9,4,32.91,1,11410,2
"39,000",2015,2018,32.86,ºÏ¾ÆÇöµ¿,¿¡ÄÚÅ¸¿î,9,6,62.6,1-402,11410,-1
"71,000",1994,2018,33.1,ºÏ¾ÆÇöµ¿,ÆòÈ­ºô¶óA,9,7,81,1-21,11410,-1
"45,000",2016,2018,32.37,ºÏ¾ÆÇöµ¿,¼¾ÅÒ½ÃÆ¼,9,10,51.89,1-1336,11410,1
"70,000",2001,2018,47.13,ºÏ¾ÆÇöµ¿,½ºÀ§½º±×¸°ºô,9,12,76.29,3-211,11410,2
"50,000",1984,2018,28.8,ºÏ¾ÆÇöµ¿,Á¦ÀÏºô¶ó³ªµ¿,9,13,112.6,1-1629,11410,1
"72,550",1991,2018,27.17,ºÏ¾ÆÇöµ¿,(115-35),9,17,56.88,115-35,11410,2
"15,000",1991,2018,23.31,ºÏ¾ÆÇöµ¿,ÃÊ¿øºô¶ó,9,18,41.56,1-20,11410,3
"29,200",2017,2018,19.98,È«Á¦µ¿,»ï¼ºÄ³½½,9,1,34.1,277-5,11410,5
"27,600",2014,2018,19.38,È«Á¦µ¿,Å¬¶ó¿ìµåºô1,9,3,33.06,318-26,11410,6
"35,200",2018,2018,30.3414,È«Á¦µ¿,´õ¼¼¿µ,9,4,49.86,260-27,11410,5
"18,200",1997,2018,26.86,È«Á¦µ¿,»ï¼º¸Ç¼Ç,9,4,49.8,312-76,11410,2
"26,000",2002,2018,34.75,È«Á¦µ¿,ÇØ¿À¸§ºô¶ó,9,5,64.28,356-41,11410,3
"24,000",1992,2018,31.74,È«Á¦µ¿,°íÀº±×¸°ºô¶ó,9,6,58.86,318-13,11410,3
"17,500",1993,2018,29.95,È«Á¦µ¿,ÇÏ³ª·Îºô¶ó,9,7,45.81,135-8,11410,1
"23,000",2003,2018,38.31,È«Á¦µ¿,¿µÁø¸Ç¼Ç,9,7,67.18,339-1,11410,1
"10,000",1986,2018,47.6,È«Á¦µ¿,(287-236),9,8,60.39,287-236,11410,-1
"26,200",2002,2018,35.66,È«Á¦µ¿,µ¿ÀÏÇÏÀÌÃ÷ºô¶ó,9,8,63.48,312-301,11410,3
"26,600",2012,2018,34.85,È«Á¦µ¿,È«Á¦ÇÏÀÌºô,9,9,55.21,312-235,11410,3
"18,500",2002,2018,25.38,È«Á¦µ¿,»ï¼ººô¶ó(³ª),9,10,52.83,156-373,11410,2
"22,650",2002,2018,38.22,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,69.35,361-63,11410,1
"17,750",2002,2018,28.4,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,51.54,361-63,11410,2
"21,900",2002,2018,34.98,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,63.49,361-63,11410,2
"12,700",2002,2018,20.32,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,36.89,361-63,11410,3
"18,950",2002,2018,30.29,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,54.96,361-63,11410,3
"16,550",2002,2018,38.22,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,69.35,361-63,11410,-1
"27,300",2002,2018,45.57,È«Á¦µ¿,¿ì½Å¾ÆÆ®ºô(361-63),9,11,82.68,361-63,11410,4
"40,308",1988,2018,30,È«Á¦µ¿,(238-8),9,13,30.22,238-8,11410,1
"30,700",2000,2018,28.1,È«Á¦µ¿,ÈñÁ¤Aµ¿,9,15,60.52,278-100,11410,2
"21,500",1998,2018,37.55,È«Á¦µ¿,ÅÂÃ¢,9,17,76.32,312-212,11410,4
"21,500",1980,2018,34.71,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,9,18,52.73,266-3,11410,4
"14,500",1993,2018,25.8,È«Á¦µ¿,(122-25),9,19,39.27,122-25,11410,1
"23,000",1992,2018,49.5,È«Á¦µ¿,Å¸¿öºô¶ó,9,19,57.03,5-12,11410,2
"7,000",1993,2018,25.8,È«Á¦µ¿,(122-25),9,19,32.46,122-25,11410,-1
"22,000",2015,2018,29.405,È«Á¦µ¿,µ¿ºÎÄ³½½,9,21,36.375,156-361,11410,3
"20,750",1987,2018,42.33,È«Á¦µ¿,¾Æ³²(¶óµ¿),9,22,43.2,167-57,11410,2
"11,000",1979,2018,46.2,È«Á¦µ¿,(356-84),9,26,57.19,356-84,11410,1
"19,000",2016,2018,19.11,È«Á¦µ¿,ÀÎ¿íºô(267-17),9,28,29.93,267-17,11410,1
"24,700",2018,2018,25,È«Á¦µ¿,Á¦´Ï½ººô(134-2),9,28,29.5,134-2,11410,4
"22,000",2013,2018,29.4,È«Á¦µ¿,¿ùµåºô,9,29,41.63,206-1,11410,3
"22,000",1980,2018,34.71,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,9,29,52.73,266-3,11410,4
"28,000",1986,2018,34.95,´ëÇöµ¿,(104-72),9,6,98.22,104-72,11410,-1
"8,000",1992,2018,21.24,½ÅÃÌµ¿,³²Ã¢ºô¶ó,9,5,49.45,2-66,11410,-1
"17,000",1991,2018,34.87,Ã¢Ãµµ¿,Á¤È£ºô¶ó,9,5,50.76,4-139,11410,2
"39,000",1986,2018,81.78,¿¬Èñµ¿,»ï¼ººô¶ó,9,1,64.8,168,11410,2
"21,450",1980,2018,49.41,¿¬Èñµ¿,¼¼Á¾¿¬¸³,9,3,60.17,731-2,11410,3
"27,500",1985,2018,59.83,¿¬Èñµ¿,µ¿Áøºô¶ó,9,4,45.96,141-34,11410,1
"14,000",2011,2018,18.56,¿¬Èñµ¿,¿ì¸®µéÁý,9,4,29.98,142-12,11410,5
"19,000",2007,2018,12.2752,¿¬Èñµ¿,ºê¶ó¿î½ºÅæ¿¬Èñ,9,5,17.01,194-30,11410,2
"9,600",1995,2018,14,¿¬Èñµ¿,½Å¼¼´ëÇÏÀÌºô,9,5,21.6,446-282,11410,3
"17,000",1986,2018,46.46,¿¬Èñµ¿,»ïÁøºô¶ó,9,6,49.52,161-7,11410,1
"17,900",1993,2018,15.5,¿¬Èñµ¿,(519-123),9,10,32.41,519-123,11410,3
"28,000",2001,2018,36.97,¿¬Èñµ¿,±¤³²Ä³½ººô,9,14,73.5,446-246,11410,3
"16,000",2001,2018,17.56,¿¬Èñµ¿,¿¬Èñ±Ãºô¶ó6Â÷(520-36),9,14,58.46,520-36,11410,-1
"9,900",1995,2018,14,¿¬Èñµ¿,½Å¼¼´ëÇÏÀÌºô,9,15,21.6,446-282,11410,3
"36,300",2007,2018,35.18,¿¬Èñµ¿,(121-10),9,19,64.9,121-10,11410,2
"31,500",2016,2018,26.5,¿¬Èñµ¿,¸®Ä¡¿¡ºñ´º,9,19,51.68,151-64,11410,5
"17,500",2006,2018,31.55,¿¬Èñµ¿,À¯Áöºô,9,20,67.1,520-117,11410,3
"34,000",2010,2018,36.28,¿¬Èñµ¿,¿À¼Çºô16  A,9,22,60.78,107-21,11410,3
"17,400",1995,2018,23.51,¿¬Èñµ¿,¿øÀÏºô¶ó,9,27,49.09,446-119,11410,2
"24,000",1987,2018,12.53,¿¬Èñµ¿,(519-85),9,29,34.07,519-85,11410,2
"30,800",1994,2018,31.95,È«Àºµ¿,°í±Ã,9,1,68.66,338-172,11410,-1
"14,500",2002,2018,20.82,È«Àºµ¿,Çö´ëÇÏ´Ïºô,9,1,44.59,397-6,11410,3
"25,000",1993,2018,29.86,È«Àºµ¿,»ç¶ûºô¶ó,9,3,68.13,11-770,11410,1
"22,350",1991,2018,29.75,È«Àºµ¿,Á¤¿øºô¶ó(11-188),9,4,50.31,11-188,11410,3
"20,000",1994,2018,16.45,È«Àºµ¿,È«Àº±îÄ¡ºô¶ó,9,4,36.51,11-496,11410,2
"27,500",2016,2018,30.52,È«Àºµ¿,µ¿ºÎ±×¸°,9,5,51.61,8-122,11410,3
"28,800",2018,2018,27.6283,È«Àºµ¿,ÇØÇÇ¸®¿ò(412-20),9,5,40.84,412-20,11410,3
"23,000",2012,2018,32.32,È«Àºµ¿,ÀÌ¾È½¦¸£ºô4Â÷,9,5,58.14,414-24,11410,2
"17,500",2014,2018,26.87,È«Àºµ¿,¿¹¼Õºô,9,5,30.56,8-94,11410,1
"26,750",1992,2018,29.7,È«Àºµ¿,¼ö¼ººô¶ó,9,6,59.1,11-819,11410,4
"23,750",2018,2018,25.07,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,43.48,407-10,11410,2
"31,250",2018,2018,33.82,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,58.67,407-10,11410,2
"16,400",2018,2018,16.79,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,29.13,407-10,11410,2
"23,850",2018,2018,25.07,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,43.48,407-10,11410,3
"31,400",2018,2018,33.82,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,58.67,407-10,11410,3
"16,450",2018,2018,16.79,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,29.13,407-10,11410,3
"21,000",2018,2018,21.94,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,38.05,407-10,11410,4
"27,300",2018,2018,29.11,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,50.5,407-10,11410,4
"15,700",2018,2018,16.13,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,27.97,407-10,11410,4
"15,950",2018,2018,16.93,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,29.36,407-10,11410,5
"16,250",2018,2018,17.26,È«Àºµ¿,ÇüÁöÆÓ¸®½º,9,7,29.93,407-10,11410,5
