°ÇÃà³âµµ,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¿¬¸³´Ù¼¼´ë,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
1992,2011,È«Á¦µ¿,"13,000",°íÀº±×¸°ºô¶ó,2,0,10,54.18,318-13,11410,1
2002,2011,È«Á¦µ¿,"10,000",´ë¼ººô¶ó(127-56),2,0,11,43.23,127-56,11410,3
2003,2011,È«Á¦µ¿,"12,000","Çö´ë±×¸°ºô¶óµå(201,202µ¿)",2,0,11,57.33,313-59,11410,2
2003,2011,È«Á¦µ¿,"8,000",¿ÀÅ©ºô,2,0,11,34.52,312-19,11410,5
2000,2011,È«Á¦µ¿,"14,000",ÈñÁ¤Aµ¿,2,0,11,56.93,278-100,11410,2
1993,2011,È«Á¦µ¿,"8,000",(90-21),2,0,11,59.4,90-21,11410,
1991,2011,È«Á¦µ¿,"6,000",(105-51),2,0,12,41.34,105-51,11410,1
2001,2011,È«Á¦µ¿,"8,000",·Î¾â±×¸°ºô¶ó,2,0,12,39.47,5-73,11410,1
1987,2011,È«Á¦µ¿,"10,000",¼­°­ºô¶ó2µ¿,2,0,12,48.01,90-6,11410,2
1991,2011,È«Á¦µ¿,"8,500",¼®»êºô¶óCµ¿,2,0,14,52.65,308-218,11410,2
2002,2011,È«Á¦µ¿,"11,000",´ö¿øºô¶ó,2,0,14,57.87,304-108,11410,1
1991,2011,È«Á¦µ¿,"3,000",¼ºÁøºô¶ó,2,55,14,49.62,315-43,11410,
2011,2011,È«Á¦µ¿,"9,000",(156-385),2,0,15,29.72,156-385,11410,1
1996,2011,È«Á¦µ¿,"5,800",Èù±¹ÇüÁÖÅÃ,2,0,16,43.94,360-50,11410,1
2003,2011,È«Á¦µ¿,"10,500",¼¼Èñ¾ÆÆ®ºô-2,2,0,17,41.21,278-23,11410,2
1986,2011,È«Á¦µ¿,"4,000",(156-338),2,0,17,32.4,156-338,11410,-1
1980,2011,È«Á¦µ¿,"9,000",Á¦ÀÏÁÖÅÃ,2,0,19,52.73,266-3,11410,1
1993,2011,È«Á¦µ¿,"16,000",(90-21),2,0,19,109.68,90-21,11410,4
2000,2011,È«Á¦µ¿,"12,000",½ÅÈïºô¶óÆ®,2,0,20,66.63,267-5,11410,-1
2011,2011,È«Á¦µ¿,"8,000",(156-385),2,0,22,25.9,156-385,11410,3
1992,2011,È«Á¦µ¿,"3,500",(59-18),2,0,22,32.07,59-18,11410,
1993,2011,È«Á¦µ¿,"15,000",¼öÁ¤ÁÖÅÃ,2,0,23,81.48,308-1,11410,3
1996,2011,È«Á¦µ¿,"15,000",Çö´ë(321-1),2,0,23,105.83,321-1,11410,2
2008,2011,È«Á¦µ¿,"14,000",»ïº¸,2,0,23,70.36,5-47,11410,3
1999,2011,È«Á¦µ¿,"9,000",(269-6),2,0,23,54.73,269-6,11410,
1990,2011,È«Á¦µ¿,"3,000",(356-74),2,50,24,49.98,356-74,11410,1
2000,2011,È«Á¦µ¿,"14,000",°æÀÏ½¦¸£ºô,2,0,25,76.03,169-15,11410,3
1991,2011,È«Á¦µ¿,"8,000",(Bµ¿),2,0,26,48.21,59-9,11410,
2003,2011,È«Á¦µ¿,"15,000",¿µÁø¸Ç¼Ç,2,0,27,70.98,339-1,11410,3
2005,2011,È«Á¦µ¿,"21,000",³ëºíÇÏ¿ì½º,2,0,27,80.05,273-192,11410,3
2002,2011,È«Á¦µ¿,"10,000",¿¡ÀÌ½ººô¶óÆ®,2,0,28,58.86,267-15,11410,1
1997,2011,È«Á¦µ¿,"2,000",Á¦ÀÏºô¶ó,2,35,28,41.04,59-14,11410,2
2002,2011,´ë½Åµ¿,"2,000",(124-13),2,35,5,19.3,124-13,11410,3
2002,2011,´ë½Åµ¿,"11,000",±×·£µåÈú,2,0,8,45.21,126-2,11410,2
2001,2011,´ë½Åµ¿,"6,000",(141-8),2,0,8,30,141-8,11410,4
2000,2011,´ë½Åµ¿,"1,000",(127-25),2,45,9,22.23,127-25,11410,4
2003,2011,´ë½Åµ¿,"11,000",Çý¼ººô,2,0,11,41.76,136,11410,1
2003,2011,´ë½Åµ¿,"7,500",È­¸²ºôµù,2,40,11,65.82,124,11410,2
2005,2011,´ë½Åµ¿,"1,000",±Ý¶õºô¶ó,2,70,13,26.07,127-27,11410,1
2003,2011,´ë½Åµ¿,"2,000",(84-6),2,45,18,22.65,84-6,11410,2
2004,2011,´ë½Åµ¿,"5,000",(124-6),2,20,19,37.56,124-6,11410,3
2003,2011,´ë½Åµ¿,"3,000",(84-6),2,35,21,22.65,84-6,11410,3
1996,2011,´ë½Åµ¿,"2,000",ÆÄÅ©ÇÏ¿ì½º,2,40,22,28.41,140-1,11410,4
2003,2011,´ë½Åµ¿,"3,000",(84-6),2,35,22,22.05,84-6,11410,3
2003,2011,´ë½Åµ¿,"2,000",(84-6),2,45,28,22.05,84-6,11410,2
1987,2011,Ã¢Ãµµ¿,"5,500",Bµ¿(4-133),2,0,1,31.98,4-133,11410,1
2001,2011,Ã¢Ãµµ¿,"8,500",±×¸°ºô,2,0,5,39.94,100-30,11410,2
2001,2011,Ã¢Ãµµ¿,"8,000",¿¡µ§ÇÏ¿ì½º,2,0,7,32.5,510-17,11410,2
2001,2011,Ã¢Ãµµ¿,"8,000",½Ã¿ÂÇÏ¿ì½º,2,0,7,29.58,382,11410,3
2008,2011,Ã¢Ãµµ¿,"18,000",´ë¼ºÇÏ¿ìÂ¡,2,0,10,53.71,313,11410,4
2001,2011,Ã¢Ãµµ¿,"3,500",(501-1),2,65,12,41.35,501-1,11410,1
2001,2011,Ã¢Ãµµ¿,"3,000",(281-0),2,35,12,22.66,281,11410,4
2003,2011,Ã¢Ãµµ¿,"5,000",Æ÷¸Ç½º(ºê¶ó¿îºô),2,30,14,28.53,90-9,11410,3
2001,2011,Ã¢Ãµµ¿,"8,500",¿¡µ§ÇÏ¿ì½º,2,0,14,38.28,510-17,11410,2
2004,2011,Ã¢Ãµµ¿,"16,000",Àå¼º½¦¸£ºô,2,0,15,57.11,298,11410,3
2006,2011,Ã¢Ãµµ¿,"10,000",À²µµ±¹ÀÎ(303µ¿),2,0,17,32.24,148-1,11410,1
2007,2011,Ã¢Ãµµ¿,"1,500",À²µµ±¹ÀÎ(201µ¿),2,65,17,113.79,170-1,11410,-1
2001,2011,Ã¢Ãµµ¿,"8,500",±×¸°ºô,2,0,18,32.28,100-30,11410,1
2008,2011,Ã¢Ãµµ¿,"17,000",´ë¼ºÇÏ¿ìÂ¡,2,0,19,47.67,313,11410,3
2008,2011,Ã¢Ãµµ¿,"13,000",´ë¼ºÇÏ¿ìÂ¡,2,0,19,37.16,313,11410,3
2011,2011,Ã¢Ãµµ¿,"5,000",(90-55),2,20,20,22.27,90-55,11410,4
2001,2011,Ã¢Ãµµ¿,"4,600",ºí·çÈú,2,0,22,22.97,100-124,11410,3
2001,2011,Ã¢Ãµµ¿,"6,000",ºí·çÈú,2,0,23,22.97,100-124,11410,2
2002,2011,Ã¢Ãµµ¿,"1,000",(334-0),2,60,23,27,334,11410,2
2008,2011,Ã¢Ãµµ¿,"17,000",´ë¼ºÇÏ¿ìÂ¡,2,0,24,54.86,313,11410,5
2002,2011,Ã¢Ãµµ¿,"1,500",¿¬°­,2,65,25,36.9,112-20,11410,2
2002,2011,Ã¢Ãµµ¿,"6,000",¹Ì¸£ºô,2,0,28,47.99,99-26,11410,5
1991,2011,¿¬Èñµ¿,"20,000",Çö´ëºô¶ó,2,0,2,102,44-3,11410,3
2003,2011,¿¬Èñµ¿,"3,000",¼­¹®ºô¸®Áö,2,25,5,15.19,29,11410,2
1985,2011,¿¬Èñµ¿,"9,000",µ¿Áøºô¶ó,2,0,5,45.96,141-34,11410,1
2011,2011,¿¬Èñµ¿,"8,500",(304-1),2,0,6,24.18,304-1,11410,3
1986,2011,¿¬Èñµ¿,"5,500",Å©·Î¹ÙÁÖÅÃCµ¿,2,0,6,35.95,727-10,11410,2
1995,2011,¿¬Èñµ¿,"7,000",½Å¼¼´ëÇÏÀÌºô,2,0,7,22.8,446-282,11410,2
1987,2011,¿¬Èñµ¿,"4,500",»õ¿¬ÈñÁÖÅÃ(334-80),2,0,7,25.425,334-80,11410,1
2004,2011,¿¬Èñµ¿,"1,000",Ã¢¼ºÇÏ¿ì½º,2,20,7,84,287-16,11410,5
2006,2011,¿¬Èñµ¿,"15,000",ÀÓ¸¶´©¿¤ºô¶óÆ®,2,0,7,76.01,541-9,11410,4
2001,2011,¿¬Èñµ¿,"2,800",¿¬Èï°¡³ª¾Èºô¶ó(520-111)¹Ùµ¿,2,0,7,52.7,520-111,11410,2
1985,2011,¿¬Èñµ¿,"1,000",µ¿Áøºô¶ó,2,60,8,45.96,141-34,11410,1
2001,2011,¿¬Èñµ¿,"3,000",ÀÎÁØºô,2,55,9,28.82,287-3,11410,1
2004,2011,¿¬Èñµ¿,"1,000",Àå¼ººô,2,70,9,37.46,46-2,11410,2
1993,2011,¿¬Èñµ¿,"7,000",(519-123),2,0,10,29.08,519-123,11410,2
1993,2011,¿¬Èñµ¿,"5,000",(724-11),2,0,10,38.52,724-11,11410,1
1986,2011,¿¬Èñµ¿,"6,000",(179-45),2,0,11,52.4,179-45,11410,
1980,2011,¿¬Èñµ¿,"8,000",¿¬±Ã¿¬¸³,2,0,11,73.64,724-9,11410,3
1996,2011,¿¬Èñµ¿,"4,000",(170-50),2,12,12,50.01,170-50,11410,1
1997,2011,¿¬Èñµ¿,"43,000",³«¿øºô¶ó,2,0,14,243.97,78-16,11410,2
2002,2011,¿¬Èñµ¿,"4,000",Å¸ÀÓ½ºÄù¾î,2,35,14,33,136-23,11410,
2009,2011,¿¬Èñµ¿,"4,000",(733-7),2,0,14,37.17,733-7,11410,1
1985,2011,¿¬Èñµ¿,"8,000",µ¿Áøºô¶ó,2,0,14,45.96,141-34,11410,1
1990,2011,¿¬Èñµ¿,"8,000",È¿µ¿ºô¶ó,2,0,16,45.72,51-103,11410,1
2002,2011,¿¬Èñµ¿,"3,000",Å¸ÀÓ½ºÄù¾î,2,30,17,17.82,136-23,11410,4
2004,2011,¿¬Èñµ¿,"16,000",Çª¸¥¸¶À»,2,0,17,82.54,121-27,11410,3
1983,2011,¿¬Èñµ¿,"5,000",(724-33),2,0,17,44.64,724-33,11410,
2004,2011,¿¬Èñµ¿,"7,000",ÀÌ½ºÅÏºô,2,0,18,37.37,218-23,11410,5
2007,2011,¿¬Èñµ¿,"1,000",(122-6),2,64,19,19.8,122-6,11410,4
1996,2011,¿¬Èñµ¿,"9,500",(170-50),2,0,19,50.01,170-50,11410,2
1996,2011,¿¬Èñµ¿,"6,500",¿¬Èñ±×¸°ºô¶ó¿¡ÀÌºñµ¿,2,0,19,36.47,3-10,11410,2
1997,2011,¿¬Èñµ¿,300,µÎ·¹ÁÖÅÃ3,2,20,20,59.82,519-63,11410,4
1986,2011,¿¬Èñµ¿,"2,000",¸ñ·Ãºô¶ó³ªµ¿,2,35,21,38.91,723-16,11410,2
1985,2011,¿¬Èñµ¿,"9,000",µ¿Áøºô¶ó,2,0,22,69.3,141-34,11410,
1995,2011,¿¬Èñµ¿,"18,000",ÇÁ¸°½ººô¶ó,2,0,22,91.67,51-159,11410,4
2011,2011,¿¬Èñµ¿,"3,000",(304-1),2,30,23,17.64,304-1,11410,2
1985,2011,¿¬Èñµ¿,"15,000",µ¿Áøºô¶ó,2,0,24,65.07,141-34,11410,2
2004,2011,¿¬Èñµ¿,"6,000",¿¬Èñ±×¸°ºô¶ó,2,28,24,85.45,187-45,11410,5
1997,2011,¿¬Èñµ¿,"5,000",(112-13),2,30,24,56.36,112-13,11410,
1997,2011,¿¬Èñµ¿,"5,000",(86-9),2,50,25,49.64,86-9,11410,4
2007,2011,¿¬Èñµ¿,"1,000",(122-6),2,70,25,19.8,122-6,11410,5
1996,2011,¿¬Èñµ¿,"8,000",¿¬Èñ±×¸°ºô¶ó¿¡ÀÌºñµ¿,2,0,25,46.57,3-10,11410,3
2008,2011,¿¬Èñµ¿,"2,000",È«¿¬ÇÏÀÌÃ÷ºô,2,0,26,67.92,170-129,11410,4
1986,2011,¿¬Èñµ¿,"5,500",¿¬¹éºô¶ó,2,0,28,37.62,723-24,11410,2
1989,2011,È«Àºµ¿,"10,000",Ã»¾Ï¾ÆÆ®È¦,2,0,7,65.97,8-1093,11410,3
1989,2011,È«Àºµ¿,"3,500",È­¼ººô¶ó-´Ùµ¿,2,20,9,48.05,268-27,11410,
1997,2011,È«Àºµ¿,"1,500",¼®»êºô¶ó,2,30,10,53.4,206-28,11410,
1997,2011,È«Àºµ¿,"2,000",ÈúÅ¸¿î,2,20,10,29.58,265-288,11410,4
2003,2011,È«Àºµ¿,"6,500",¿ì¼ºÄÉÀÌ¾¾ºô-¿¡ÀÌµ¿,2,0,10,35.7,374,11410,
1991,2011,È«Àºµ¿,"5,000",¾Æ´ãºô¶ó(¶óµ¿),2,0,10,35.99,191-220,11410,2
1980,2011,È«Àºµ¿,"7,000",Àå¹Ì°¡µçºô¶ó,2,20,11,83.64,265-319,11410,2
1991,2011,È«Àºµ¿,"6,000",¼¼½Åºô¶ó,2,0,18,47.34,265-166,11410,1
1991,2011,È«Àºµ¿,"7,000",È«ÀºÆÄÅ©ºô¶ó,2,0,21,43.2,277-207,11410,
2002,2011,È«Àºµ¿,"10,000",¸íÁö¿ùµåºô,2,0,21,56.16,332-8,11410,1
2009,2011,È«Àºµ¿,"12,500",È«Àº»õ´ãºô,2,0,21,66.91,188-74,11410,4
2010,2011,È«Àºµ¿,"5,850",(375-0),2,0,22,16.67,375,11410,3
1986,2011,È«Àºµ¿,"5,000",¹é·Ãºô¶ó(¶óµ¿),2,10,22,57.9,190-43,11410,2
1994,2011,È«Àºµ¿,"7,000",Çö´ë(411-6),2,0,22,50.94,411-6,11410,2
1994,2011,È«Àºµ¿,"6,000",Çö´ë(411-6),2,0,22,50.94,411-6,11410,3
1994,2011,È«Àºµ¿,"7,000",Çö´ë(411-6),2,0,22,50.94,411-6,11410,1
1992,2011,È«Àºµ¿,"2,000",ÀºÇÏºô¶ó(Aµ¿),2,40,23,45.07,14-51,11410,1
1985,2011,È«Àºµ¿,"3,000",»ï¼ººô¶ó,2,35,23,62.01,188-29,11410,3
1997,2011,È«Àºµ¿,"7,500",µµÈï,2,0,23,44.42,335-19,11410,3
1994,2011,È«Àºµ¿,"5,000",(191-94),2,0,24,54.04,191-94,11410,
1992,2011,È«Àºµ¿,"9,000",Ã»¹Ìºô¶ó,2,0,28,57.21,204-16,11410,3
1983,2011,È«Àºµ¿,"9,000",¸íÁö(354),2,0,28,52.88,354,11410,2
2005,2011,È«Àºµ¿,"12,000",ÇÏÀÌÆÄÅ©ºô,2,130,28,123.93,277-59,11410,3
1993,2011,ºÏ°¡ÁÂµ¿,"6,000",¹é»ê±×·£µåºô¶ó(°¡),2,0,1,60.03,291-38,11410,-1
1983,2011,ºÏ°¡ÁÂµ¿,"8,800",Èñ¸Áºô¶ó,2,0,4,67.6,369-27,11410,3
2003,2011,ºÏ°¡ÁÂµ¿,"12,500",´ëÁßºô¶ó,2,0,7,64.47,373-7,11410,5
1986,2011,ºÏ°¡ÁÂµ¿,"5,000",¿¬Èñºô¶ó(3-46),2,10,7,39.68,3-46,11410,3
1987,2011,ºÏ°¡ÁÂµ¿,"6,000",(74-176),2,0,7,41.03,74-176,11410,1
2003,2011,ºÏ°¡ÁÂµ¿,"12,000",À¯Áø¾ÆÆ®Èú,2,0,8,65.84,299-9,11410,2
2003,2011,ºÏ°¡ÁÂµ¿,"5,000",¼öÁ¤¾ÆÆ®ºô,2,0,9,55.72,368-10,11410,2
2002,2011,ºÏ°¡ÁÂµ¿,"10,000",ÇØÇÇÇÏ¿ì½º,2,0,9,59.01,81-2,11410,1
2003,2011,ºÏ°¡ÁÂµ¿,"15,000",Ãæ¿ìÁÖÅÃ,2,0,10,83.97,75-156,11410,4
2004,2011,ºÏ°¡ÁÂµ¿,"8,500",¸ñÀÎºô¸®Áö,2,0,10,40.12,368-3,11410,2
1992,2011,ºÏ°¡ÁÂµ¿,500,(322-2),2,30,10,27.45,322-2,11410,
2008,2011,ºÏ°¡ÁÂµ¿,"9,500",Çàº¹ÇÑÁý(3Â÷),2,0,10,43.76,3-119,11410,2
2003,2011,ºÏ°¡ÁÂµ¿,"5,000",´ëÈï¾ÆÆ®ºô(278-23),2,30,10,36.18,278-23,11410,4
2004,2011,ºÏ°¡ÁÂµ¿,"1,000",´ëÈ£ºô¶ó,2,60,10,41.23,2-9,11410,5
2002,2011,ºÏ°¡ÁÂµ¿,"8,500",¼ºÀº¾ÆÆ®¸Ç¼Ç,2,0,11,42.18,75-29,11410,3
2008,2011,ºÏ°¡ÁÂµ¿,"5,000",ÇÑ¾ç¾ÆÆ®ºô(324-23),2,0,11,42.84,324-23,11410,5
2005,2011,ºÏ°¡ÁÂµ¿,"15,000",½Å¾È¿ùµå(313-5),2,0,11,71.73,313-5,11410,2
1995,2011,ºÏ°¡ÁÂµ¿,"7,500",(2-75),2,0,11,44.16,2-75,11410,1
1982,2011,ºÏ°¡ÁÂµ¿,"7,500",ÇÕµ¿¸Ç¼Ç,2,0,11,63.36,370-5,11410,2
2004,2011,ºÏ°¡ÁÂµ¿,"5,000",Çö´ë¾ÆÆ®ºô(368-14),2,37,11,44.84,368-14,11410,5
2002,2011,ºÏ°¡ÁÂµ¿,"12,000",¼­°æÆÛ½ºÆ®ºô(286-13),2,0,12,60.84,286-13,11410,2
2008,2011,ºÏ°¡ÁÂµ¿,"2,000",Çàº¹ÇÑÁý(3Â÷),2,60,12,56.54,3-119,11410,4
2005,2011,ºÏ°¡ÁÂµ¿,"8,000",·Ôµ¥¾ÆÆ®ºô,2,0,12,64.68,3-143,11410,2
2002,2011,ºÏ°¡ÁÂµ¿,"9,500",°æ¼ºÇÏÀÌºô(80-129),2,0,13,38.43,80-129,11410,4
2003,2011,ºÏ°¡ÁÂµ¿,"6,500",Á¤¿øºô¶óCµ¿,2,0,13,29.41,5-186,11410,4
1993,2011,ºÏ°¡ÁÂµ¿,"5,500",(342-7),2,0,14,59.84,342-7,11410,4
1992,2011,ºÏ°¡ÁÂµ¿,"9,000",¼­°æºô¶ó,2,0,14,64.98,5-56,11410,1
2003,2011,ºÏ°¡ÁÂµ¿,"12,000",Á¤¿ìº£½ºÆ®ºô,2,0,14,55.95,280-34,11410,2
1993,2011,ºÏ°¡ÁÂµ¿,"9,000",½ÅÇùºô¶ó,2,0,14,63.18,342-15,11410,4
2010,2011,ºÏ°¡ÁÂµ¿,"10,000",GSºô¶ó(280-6),2,0,15,37.15,280-6,11410,5
2002,2011,ºÏ°¡ÁÂµ¿,"15,000",´ë¼ººô¶ó(346-16),2,0,15,77.94,346-16,11410,4
2007,2011,ºÏ°¡ÁÂµ¿,"9,000",¼¼Á¾ÆÄÅ©ºô¸®Áö(3-72),2,0,16,47.12,3-72,11410,3
2003,2011,ºÏ°¡ÁÂµ¿,"11,500",Á¤¿ìº£½ºÆ®ºô,2,0,17,55.95,280-34,11410,3
2003,2011,ºÏ°¡ÁÂµ¿,"15,000",»ïÈ¯¾ÆÆ®ºô,2,0,17,83.11,278-22,11410,3
2007,2011,ºÏ°¡ÁÂµ¿,"9,000",¼¼Á¾ºô¸®Áö2Â÷(3-109),2,0,18,42.84,3-109,11410,3
2008,2011,ºÏ°¡ÁÂµ¿,"3,000",LGºô¶ó(328-29),2,50,19,44.62,328-29,11410,4
1994,2011,ºÏ°¡ÁÂµ¿,"4,000",(287-0),2,20,19,40.26,287,11410,2
1990,2011,ºÏ°¡ÁÂµ¿,500,(283-13),2,27,20,28.4,283-13,11410,
1992,2011,ºÏ°¡ÁÂµ¿,"10,000",ÅÂ¾ç¾ÆÆ®ºô¶ó,2,0,20,65.82,75-139,11410,3
1995,2011,ºÏ°¡ÁÂµ¿,"8,500",(298-7),2,0,20,46.2,298-7,11410,2
2001,2011,ºÏ°¡ÁÂµ¿,"13,000",À¯¿øÆÄÅ©ºô,2,0,21,55.44,297-2,11410,1
2005,2011,ºÏ°¡ÁÂµ¿,"11,000",·Ôµ¥¾ÆÆ®ºô,2,0,21,63.09,3-143,11410,4
1994,2011,ºÏ°¡ÁÂµ¿,"8,500",°Ç¿µ±×¸°ºô¶ó,2,0,22,47.24,336-47,11410,2
1994,2011,ºÏ°¡ÁÂµ¿,"5,500",¼¼¿ø¾ÆÆ®ºô¶ó,2,0,23,42.84,280-33,11410,1
2006,2011,ºÏ°¡ÁÂµ¿,"12,000",ÅÂ»ê½¦¸£ºô(308-16),2,0,24,56.74,308-16,11410,4
2002,2011,ºÏ°¡ÁÂµ¿,"15,000",´º¿ùµåºô(373-6),2,0,24,77.01,373-6,11410,3
1991,2011,ºÏ°¡ÁÂµ¿,"8,500",ÇÑ¾çºô¶ó,2,0,24,48.15,349-29,11410,3
2003,2011,ºÏ°¡ÁÂµ¿,"8,000",¹«ºêºô,2,10,25,39.44,329-20,11410,4
1993,2011,ºÏ°¡ÁÂµ¿,"5,500",½Å¾Èºô¶ó,2,0,25,42.31,75-25,11410,3
1991,2011,ºÏ°¡ÁÂµ¿,"2,700",ÇÑ¾ç¸Ç¼ð,2,13,25,50.25,341-6,11410,
2002,2011,ºÏ°¡ÁÂµ¿,"7,000",µ¿¹®ÆÄÅ©ºô(B),2,45,26,60.84,290-22,11410,2
2002,2011,ºÏ°¡ÁÂµ¿,"10,000",¼­°æÆÛ½ºÆ®ºô(286-13),2,0,26,59.22,286-13,11410,5
2002,2011,ºÏ°¡ÁÂµ¿,"12,000",µ¿ÇÏºô¶ó(µ¿È­ºô¶ó),2,0,26,57.02,80-8,11410,4
2006,2011,ºÏ°¡ÁÂµ¿,"2,000",¿¹Áö½ºÀ§Æ®ºô,2,60,27,49.24,291-24,11410,2
1991,2011,ºÏ°¡ÁÂµ¿,"5,000",¿µµ¿ºô¶ó,2,0,27,60.7,372-19,11410,3
2008,2011,ºÏ°¡ÁÂµ¿,"5,000",½Å¾È¿ùµå(2-70),2,0,28,55.11,2-70,11410,2
2008,2011,ºÏ°¡ÁÂµ¿,"4,000",½Å¾È¿ùµå(2-70),2,0,28,55.11,2-70,11410,2
1998,2011,ºÏ°¡ÁÂµ¿,"9,000",°Å¼ººô¶óÆ®,2,0,28,45.69,348-11,11410,2
2001,2011,ºÏ°¡ÁÂµ¿,"9,000",¹Î¼ººô¶ó(290-9),2,0,28,52.32,290-9,11410,4
2002,2011,³²°¡ÁÂµ¿,"12,000",¹é¼Ûºô¶ó,2,0,1,52.44,363-11,11410,2
1997,2011,³²°¡ÁÂµ¿,"7,000",°¡¿¬ºô¶ó,2,0,5,53.33,364-1,11410,1
1983,2011,³²°¡ÁÂµ¿,200,(289-55),2,20,8,137.64,289-55,11410,3
2007,2011,³²°¡ÁÂµ¿,"4,500",(5-253),2,0,12,17,5-253,11410,2
1986,2011,³²°¡ÁÂµ¿,"9,500",(5-116),2,0,13,54.64,5-116,11410,1
2011,2011,³²°¡ÁÂµ¿,"1,000",(5-188),2,40,17,21,5-188,11410,
1996,2011,³²°¡ÁÂµ¿,"10,000",°Å¼ººô¶ó,2,0,17,59.94,363-12,11410,1
1986,2011,³²°¡ÁÂµ¿,500,(5-260),2,35,17,32.03,5-260,11410,
1992,2011,³²°¡ÁÂµ¿,"6,600",¾Æ¼ººô¶ó,2,0,18,41.22,3-110,11410,1
2002,2011,³²°¡ÁÂµ¿,"5,000",RENT HOUSE,2,0,20,17.64,340-14,11410,2
2002,2011,³²°¡ÁÂµ¿,"13,000",¹Ì¸²ÇÏÀÌÃ÷ºô,2,0,20,68.94,341-2,11410,2
2011,2011,³²°¡ÁÂµ¿,"1,000",(5-188),2,40,20,12,5-188,11410,3
2002,2011,³²°¡ÁÂµ¿,"9,000",»ï¼º¾ÆÆ®ºô,2,10,20,59.2,367-6,11410,3
2011,2011,³²°¡ÁÂµ¿,"5,000",(5-188),2,0,21,12.06,5-188,11410,3
1986,2011,³²°¡ÁÂµ¿,"4,000",(175-42),2,0,24,33.165,175-42,11410,
2011,2011,³²°¡ÁÂµ¿,500,(5-188),2,45,26,12.24,5-188,11410,5
2011,2011,³²°¡ÁÂµ¿,"3,000",(5-188),2,20,27,12.24,5-188,11410,2
2001,2011,ÃæÁ¤·Î3°¡,"7,000",(3-20),3,20,1,28.94,3-20,11410,3
1996,2011,ÃæÁ¤·Î3°¡,"23,000",(3-1),3,0,2,95.35,3-1,11410,2
1965,2011,ÃæÁ¤·Î3°¡,"4,000",(31-81),3,0,12,17.1,31-81,11410,1
2002,2011,ÃæÁ¤·Î3°¡,"6,000",µÎ¿ÀÁÖÅÃ,3,5,16,43.74,3-85,11410,4
1986,2011,ÃæÁ¤·Î3°¡,"2,500",À»°æºô¶ó,3,30,21,114.01,3-75,11410,3
1988,2011,ÃæÁ¤·Î3°¡,"14,000",(9-6),3,0,22,71.66,9-6,11410,2
1965,2011,ÃæÁ¤·Î3°¡,"2,500",(31-81),3,0,31,27,31-81,11410,1
1991,2011,³ÃÃµµ¿,"1,000",(44-0),3,50,24,31.39,44,11410,2
1991,2011,Ãµ¿¬µ¿,"2,000",´Ùº¹ºô¶ó,3,70,9,57.6,98-12,11410,3
1992,2011,ºÏ¾ÆÇöµ¿,"8,000",¿µÀÎÆÄÅ©,3,0,2,32.91,1,11410,2
1991,2011,ºÏ¾ÆÇöµ¿,"5,000",(427-0),3,0,4,46.2,427,11410,
2003,2011,ºÏ¾ÆÇöµ¿,"1,000",¼ö¸ñºô¶ó,3,34,5,16.92,1-105,11410,3
2003,2011,ºÏ¾ÆÇöµ¿,"14,000",¹Ì°¡ºô,3,0,7,44.2,1-111,11410,1
2001,2011,ºÏ¾ÆÇöµ¿,"20,000",ÁøÈïºô5Â÷,3,0,7,74.09,1-25,11410,3
1993,2011,ºÏ¾ÆÇöµ¿,"8,000",(3-245),3,0,17,38.87,3-245,11410,1
1975,2011,ºÏ¾ÆÇöµ¿,"5,000",(113-23),3,0,19,49.4,113-23,11410,2
2001,2011,ºÏ¾ÆÇöµ¿,"22,000",Áø¿µ½¦¸£ºô,3,0,19,69.57,1-267,11410,5
2007,2011,ºÏ¾ÆÇöµ¿,"9,000",ÇÑ¼º¾ÆÆ®ºô,3,0,20,30.67,1-83,11410,3
1977,2011,ºÏ¾ÆÇöµ¿,"1,000",(113-15),3,40,23,52.23,113-15,11410,1
2007,2011,ºÏ¾ÆÇöµ¿,"5,000",(1-764),3,60,28,48.7,1-764,11410,1
1996,2011,È«Á¦µ¿,"12,500",µ¿¿øºô¶ó,3,0,3,59.74,156-388,11410,1
1996,2011,È«Á¦µ¿,"12,000",µ¿¿øºô¶ó,3,0,3,59.74,156-388,11410,1
2008,2011,È«Á¦µ¿,"12,000",È«Á¦·º½ººô,3,0,3,67.2,313-22,11410,
1993,2011,È«Á¦µ¿,"10,000",½ÅÈ¿ºô¶ó,3,0,3,64.77,19-7,11410,2
1987,2011,È«Á¦µ¿,"8,000",¼­°­ºô¶ó2µ¿,3,0,4,48.55,90-6,11410,3
1975,2011,È«Á¦µ¿,"9,500",´ë¼º¾ÆÆÄÆ®,3,0,4,46.28,315-41,11410,2
1994,2011,È«Á¦µ¿,"7,000",(59-5),3,0,5,41.42,59-5,11410,2
2002,2011,È«Á¦µ¿,"14,000",Çö´ë±×¸°ºô,3,0,5,77.76,361-73,11410,2
2000,2011,È«Á¦µ¿,"12,000",¸¸¹Îº£½ºÆ®ºô(359-9),3,30,5,73.57,359-9,11410,4
2008,2011,È«Á¦µ¿,"15,000",´ëÈï¾ÆÆ®ºô,3,0,5,62.99,332-3,11410,4
